"department _number","department_title","employment_type","ethnicity","gender","job_num","job_status","job_title","mou","mou_title","pay_year","record_num","benefit_pay","retirement_contributions","other_pay","overtime_pay","regular_pay","total_pay"
70,"POLICE","FULL_TIME","FILIPINO","FEMALE",*,"ACTIVE","SENIOR ADMINISTRATIVE CLERK",3,"CLERICAL",2017,3.535343835E+09,14946.17,19295.14,2087.52,0,65054.4,67141.92
40,"GENERAL SERVICES","FULL_TIME","CAUCASIAN","MALE",3734-01,"NOT_ACTIVE","EQUIPMENT SPECIALIST I",21,"TECHNICAL",2013,3.931383732E+09,13110,24102,1372.4,0,81260.95,82633.35
70,"POLICE","FULL_TIME","CAUCASIAN","MALE",2214-02,"ACTIVE","POLICE OFFICER II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2021,3.33931373932E+11,132,2069.27,966,0,10048.22,11014.22
40,"GENERAL SERVICES","PART_TIME","HISPANIC","MALE",*,"ACTIVE","CARPENTER - HIRING HALL",35,"CRAFT WORKERS/ HIRING HALL",2017,3.539343637E+09,0,0,9507.43,0,66214.55,75721.98
70,"POLICE","FULL_TIME","HISPANIC","MALE",2214-02,"NOT_ACTIVE","POLICE OFFICER II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2017,3.732393131E+09,15069.9,47468.75,1633,2412.89,101320.7,105366.59
94,"TRANSPORTATION","FULL_TIME","HISPANIC","FEMALE",*,"ACTIVE","TRANSPORTATION ENGINEERING ASSOCIATE I",8,"PROFESSIONAL ENGINEERING AND SCIENTIFIC",2020,3.13739383034E+11,16841.58,22968.39,550,1334.72,77438.94,79323.66
88,"RECREATION AND PARKS","PART_TIME","BLACK","FEMALE",*,"ACTIVE","RECREATION ASSISTANT",7,"RECREATION ASSISTANTS",2017,3.130393936E+09,6531.73,0,25,0,15612.84,15637.84
86,"PUBLIC WORKS - STREET SERVICES","FULL_TIME","BLACK","FEMALE",*,"ACTIVE","TREE SURGEON",4,"EQUIPMENT OPERATION AND LABOR",2019,3.833383731E+09,15328.32,20399.9,1127.32,7809.9,68779.17,77716.39
98,"WATER AND POWER","FULL_TIME","HISPANIC","FEMALE",1903-05,"ACTIVE","COMMERCIAL SERVICE REPRESENTATIVE",7,"CLERICAL UNIT",2013,3.03830343432E+11,17111.02,5052,3804.14,2014.83,76545.84,82364.81
70,"POLICE","FULL_TIME","HISPANIC","MALE",2232-02,"ACTIVE","POLICE LIEUTENANT II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2021,3.334303036E+09,18495.32,80350.27,9507.41,0,171505.38,181012.79
98,"WATER AND POWER","FULL_TIME","CAUCASIAN","MALE",3976-05,"ACTIVE","WTR UTLTY SUPV",*,"SUPERVISORY BLUE COLLAR UNIT",2018,3.93635313531E+11,22715.77,7570,13837.05,33108.59,114695.21,161640.85
98,"WATER AND POWER","FULL_TIME","HISPANIC","MALE",3841-05,"ACTIVE","ELTL MCHC",8,"OPERATING MAINTENANCE AND SERVICE UNIT",2018,3.73331373832E+11,22715.77,7242,4655.31,30708.64,109728.8,145092.75
70,"POLICE","FULL_TIME","HISPANIC","FEMALE",*,"ACTIVE","ADMINISTRATIVE CLERK",3,"CLERICAL",2013,3.739333437E+09,15869.76,13017.84,1310.82,0,43890.21,45201.03
70,"POLICE","FULL_TIME","BLACK","MALE",2214-02,"ACTIVE","POLICE OFFICER II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2020,3.23431393933E+11,10089.6,30489.23,6812.15,5591.14,65078.4,77481.69
82,"PUBLIC WORKS - SANITATION","FULL_TIME","BLACK","MALE",*,"ACTIVE","WASTEWATER COLLECTION WORKER II",4,"EQUIPMENT OPERATION AND LABOR",2017,3.13833343033E+11,7134.68,21825.64,427.62,1769.7,73586.12,75783.44
98,"WATER AND POWER","FULL_TIME","BLACK","FEMALE",1904-03,"ACTIVE","MANAGEMENT ASSISTANT",4,"ADMINISTRATIVE REPRESENTATION UNIT",2014,3.03532353731E+11,18124.69,5029,957.87,2253.96,76202.88,79414.71
70,"POLICE","FULL_TIME","HISPANIC","MALE",2214-02,"ACTIVE","POLICE OFFICER II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2018,3.23536383033E+11,17886,47344.92,1525,0,101056.4,102581.4
82,"PUBLIC WORKS - SANITATION","FULL_TIME","HISPANIC","FEMALE",*,"ACTIVE","SECRETARY",3,"CLERICAL",2020,3.038363837E+09,7746.74,21135.55,1502.8,0,71259.44,72762.24
82,"PUBLIC WORKS - SANITATION","FULL_TIME","HISPANIC","MALE",*,"NOT_ACTIVE","WASTEWATER TREATMENT OPERATOR I",9,"PLANT EQUIPMENT OPERATION AND REPAIR",2015,3.13238333633E+11,1682.28,6336.04,1840.4,0,21362.24,23202.64
82,"PUBLIC WORKS - SANITATION","PART_TIME","HISPANIC","MALE",3580-02,"NOT_ACTIVE","REFUSE COLLECTION TRUCK OPERATOR II",4,"EQUIPMENT OPERATION AND LABOR",2015,3.43434363433E+11,0,0,193.11,0,0,193.11
38,"FIRE","FULL_TIME","CAUCASIAN","MALE",2112-03,"ACTIVE","FIREFIGHTER III",23,"FIREFIGHTERS AND FIRE CAPTAINS",2017,3.03239303733E+11,13277.43,31755.4,2790.58,18918.33,67781,89489.91
68,"CITY PLANNING","FULL_TIME","CAUCASIAN","MALE",*,"ACTIVE","GEOGRAPHIC INFORMATION SYSTEMS SPECIALIST",21,"TECHNICAL",2017,3.53439333031E+11,13972.35,29423.89,600,0,99203.94,99803.94
98,"WATER AND POWER","FULL_TIME","CAUCASIAN","MALE",3834-05,"ACTIVE","SR ELTL MCHC",8,"OPERATING MAINTENANCE AND SERVICE UNIT",2020,3.53034363031E+11,34311.31,7895,14190.4,41155.14,119624.35,174969.89
88,"RECREATION AND PARKS","PART_TIME","CAUCASIAN","MALE",2420-01,"ACTIVE","OPEN WATER LIFEGUARD I",18,"SAFETY / SECURITY",2013,3.430363038E+09,6226.8,0,16.5,0,18467.23,18483.73
4,"AIRPORTS","FULL_TIME","HISPANIC","MALE",3225-02,"ACTIVE","AIRPORT POLICE OFFICER II",30,"LOS ANGELES AIRPORT PEACE OFFICERS",2022,3.53630343733E+11,7216.2,13988.05,1879.8,3235.41,47161.32,52276.53
98,"WATER AND POWER","FULL_TIME","HISPANIC","MALE",3843-05,"ACTIVE","INSTRMT MCHC",6,"STEAM PLANT AND WATER SUPPLY UNIT",2019,3.93935373033E+11,20013.79,7194,6508.49,22691.62,108995.41,138195.52
70,"POLICE","FULL_TIME","FILIPINO","FEMALE",2214-03,"ACTIVE","POLICE OFFICER III",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2019,3.738343832E+09,17520,52638.6,1525,3537.01,112355.61,117417.62
98,"WATER AND POWER","FULL_TIME","HISPANIC","MALE",3117-05,"ACTIVE","TREE SURGN SUPV",*,"SUPERVISORY BLUE COLLAR UNIT",2016,3.632313831E+09,22763.98,6660,10619.88,35879.06,100905.88,147404.82
70,"POLICE","FULL_TIME","HISPANIC","MALE",2214-03,"NOT_ACTIVE","POLICE OFFICER III",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2014,3.236313133E+09,13570.84,37364.46,9931.53,0,83497.38,93428.91
22,"ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT","FULL_TIME","FILIPINO","FEMALE",*,"NOT_ACTIVE","MANAGEMENT ANALYST II",1,"ADMINISTRATIVE",2013,3.832373133E+09,2936.18,13290.62,50,1469.68,44809.9,46329.58
70,"POLICE","FULL_TIME","HISPANIC","MALE",*,"ACTIVE","POLICE OFFICER I",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2022,3.63237303334E+11,3154.46,6436.93,0,25.43,21702.4,21727.83
4,"AIRPORTS","FULL_TIME","HISPANIC","MALE",*,"ACTIVE","CUSTODIAN - AIRPORTS",15,"SERVICE EMPLOYEES",2021,3.13838323933E+11,7928.4,11458.73,2583.3,1983.36,38633.6,43200.26
94,"TRANSPORTATION","FULL_TIME","HISPANIC","MALE",3214-02,"ACTIVE","TRAFFIC OFFICER II",18,"SAFETY / SECURITY",2013,3.630313737E+09,16183.92,17680.25,3008.21,12207.28,59609.74,74825.23
88,"RECREATION AND PARKS","PART_TIME","HISPANIC","MALE",*,"NOT_ACTIVE","SPECIAL PROGRAM ASSISTANT II",4,"EQUIPMENT OPERATION AND LABOR",2014,3.93232303533E+11,0,0,79.94,0,2267.34,2347.28
38,"FIRE","FULL_TIME","HISPANIC","MALE",2112-03,"ACTIVE","FIREFIGHTER III",23,"FIREFIGHTERS AND FIRE CAPTAINS",2021,3.73838313833E+11,20243.76,59415.17,1611,76307.49,126820,204738.49
82,"PUBLIC WORKS - SANITATION","FULL_TIME","BLACK","MALE",3112-06,"ACTIVE","MAINTENANCE LABORER",4,"EQUIPMENT OPERATION AND LABOR",2019,3.43236333031E+11,19731.84,17532.43,1110,6033.97,59111.36,66255.33
98,"WATER AND POWER","FULL_TIME","BLACK","MALE",1910-08,"ACTIVE","ELECTRIC DISTRIBUTION MECHANIC",8,"OPERATING MAINTENANCE AND SERVICE UNIT",2014,3.03533353233E+11,18124.69,3084,812.86,9821.42,46733.4,57367.68
66,"PERSONNEL","FULL_TIME","CAUCASIAN","MALE",2317-02,"ACTIVE","CORRECTIONAL NURSE II",10,"PROFESSIONAL MEDICAL",2013,3.83634363533E+11,345.04,2499.27,0,0,8426.4,8426.4
87,"ZOO","FULL_TIME","CAUCASIAN","FEMALE",*,"ACTIVE","ACCOUNTING CLERK",3,"CLERICAL",2017,3.733323136E+09,17230.07,18782.66,0,0,63326.58,63326.58
66,"PERSONNEL","FULL_TIME","HISPANIC","FEMALE",*,"ACTIVE","OFFICE TRAINEE ADMIN CLERK",3,"CLERICAL",2021,3.63133333034E+11,0,879.36,0,0,2964.8,2964.8
70,"POLICE","FULL_TIME","HISPANIC","MALE",2223-01,"ACTIVE","POLICE DETECTIVE I",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2017,3.232353137E+09,5936.24,24626,1577,4254.21,52563.5,58394.71
88,"RECREATION AND PARKS","FULL_TIME","HISPANIC","MALE",*,"ACTIVE","GARDENER CARETAKER",4,"EQUIPMENT OPERATION AND LABOR",2019,3.335393132E+09,16794.96,16451.15,200,0,55465.79,55665.79
88,"RECREATION AND PARKS","PART_TIME","HISPANIC","MALE",*,"NOT_ACTIVE","RECREATION ASSISTANT",7,"RECREATION ASSISTANTS",2016,3.03935343133E+11,2466.45,0,780.8,0,4545.75,5326.55
44,"LIBRARY","FULL_TIME","HISPANIC","MALE",*,"ACTIVE","ADMINISTRATIVE CLERK",3,"CLERICAL",2020,3.738393731E+09,16676.42,18636.22,1603.2,0,62832.85,64436.05
70,"POLICE","FULL_TIME","HISPANIC","MALE",2214-02,"NOT_ACTIVE","POLICE OFFICER II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2016,3.739333237E+09,16072.91,45147.29,1525,11960.81,96365.62,109851.43
68,"CITY PLANNING","FULL_TIME","HISPANIC","FEMALE",*,"ACTIVE","SENIOR ADMINISTRATIVE CLERK",3,"CLERICAL",2021,3.639393632E+09,20445.84,20953.06,1769.95,0,70644.16,72414.11
88,"RECREATION AND PARKS","FULL_TIME","HISPANIC","FEMALE",*,"ACTIVE","RECREATION COORDINATOR",11,"RECREATIONAL",2020,3.13634313733E+11,9290.66,15213.01,1187.78,4866.19,51291.34,57345.31
70,"POLICE","FULL_TIME","HISPANIC","MALE",2214-02,"ACTIVE","POLICE OFFICER II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2021,3.432363233E+09,19748.08,64139.99,6645,9896.59,136905,153446.59
42,"HARBOR","PER_EVENT","HISPANIC","MALE",*,"NOT_ACTIVE","EQUIPMENT MECHANIC",14,"SERVICE AND CRAFT",2018,3.139363335E+09,0,0,22.16,0,0,22.16
38,"FIRE","FULL_TIME","CAUCASIAN","MALE",2112-02,"NOT_ACTIVE","FIREFIGHTER II",23,"FIREFIGHTERS AND FIRE CAPTAINS",2016,3.43534343733E+11,7392.1,26091.87,1122,15328.09,56588.8,73038.89
4,"AIRPORTS","FULL_TIME","CAUCASIAN","MALE",3225-03,"ACTIVE","AIRPORT POLICE OFFICER III",30,"LOS ANGELES AIRPORT PEACE OFFICERS",2014,3.539353638E+09,17423.04,28016.72,9815.13,38679.99,94459.6,142954.72
12,"CITY ATTORNEY","FULL_TIME","BLACK","FEMALE",*,"NOT_ACTIVE","DEPUTY CITY ATTORNEY II",29,"DEPUTY CITY ATTORNEYS",2016,3.33336373733E+11,5099.64,20984.31,0,0,70749.54,70749.54
98,"WATER AND POWER","FULL_TIME","HISPANIC","MALE",1230-01,"ACTIVE","COML SRVC REPTV",7,"CLERICAL UNIT",2018,3.63235323133E+11,687.28,0,0,0,9014.4,9014.4
82,"PUBLIC WORKS - SANITATION","FULL_TIME","CAUCASIAN","MALE",*,"ACTIVE","MECHANICAL HELPER",14,"SERVICE AND CRAFT",2013,3.737383639E+09,11859.36,17468.07,5418.41,266.87,58894.36,64579.64
98,"WATER AND POWER","FULL_TIME","HISPANIC","MALE",3799-05,"ACTIVE","ELTL CRFT HLPR",8,"OPERATING MAINTENANCE AND SERVICE UNIT",2020,3.73431383633E+11,24845.07,0,1226.89,14447.56,78749.02,94423.47
82,"PUBLIC WORKS - SANITATION","FULL_TIME","BLACK","MALE",3580-02,"ACTIVE","REFUSE COLLECTION TRUCK OPERATOR II",4,"EQUIPMENT OPERATION AND LABOR",2016,3.031343834E+09,14181.36,21839.25,1080,23199.39,73632,97911.39
38,"FIRE","FULL_TIME","CAUCASIAN","MALE",*,"ACTIVE","APPARATUS OPERATOR",23,"FIREFIGHTERS AND FIRE CAPTAINS",2016,3.23138343832E+11,1489.34,3591.15,102,718.62,7665.2,8485.82
70,"POLICE","FULL_TIME","CAUCASIAN","MALE",2214-02,"ACTIVE","POLICE OFFICER II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2017,3.93537383932E+11,8244.49,42678.34,1525,1746.54,91095.7,94367.24
70,"POLICE","FULL_TIME","HISPANIC","MALE",*,"ACTIVE","GARAGE ATTENDANT",14,"SERVICE AND CRAFT",2021,3.33035323833E+11,8262.24,16053.13,1002.4,0,54123.84,55126.24
68,"CITY PLANNING","FULL_TIME","HISPANIC","FEMALE",*,"NOT_ACTIVE","CITY PLANNER",19,"SUPERVISORY TECHNICAL",2018,3.53439333832E+11,17823.36,27027.47,0,2453.12,91124.3,93577.42
28,"COUNCIL","FULL_TIME","BLACK","MALE",*,"ACTIVE","COUNCIL AIDE III",0,"NON-REPRESENTED",2022,3.33138333334E+11,559.43,2468.76,0,0,8323.52,8323.52
70,"POLICE","FULL_TIME","HISPANIC","MALE",2214-02,"ACTIVE","POLICE OFFICER II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2015,3.93132323633E+11,5168.88,12507.83,849.6,3028.33,26697.6,30575.53
70,"POLICE","FULL_TIME","CAUCASIAN","MALE",2214-03,"NOT_ACTIVE","POLICE OFFICER III",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2013,3.634383133E+09,14626.89,44218.52,3825.8,12375.43,94383.17,110584.4
70,"POLICE","FULL_TIME","CAUCASIAN","MALE",2214-02,"NOT_ACTIVE","POLICE OFFICER II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2013,3.630343237E+09,2914.05,8034.21,566.4,0,17148.8,17715.2
70,"POLICE","FULL_TIME","HISPANIC","MALE",2214-02,"ACTIVE","POLICE OFFICER II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2019,3.737313138E+09,11368.24,49853.7,1525,21454.2,106411.32,129390.52
88,"RECREATION AND PARKS","PART_TIME","HISPANIC","MALE",*,"ACTIVE","RECREATION ASSISTANT",7,"RECREATION ASSISTANTS",2018,3.931323037E+09,7654.08,0,1104,0,18246.47,19350.47
44,"LIBRARY","PART_TIME","ASIAN","FEMALE",*,"ACTIVE","ADMINISTRATIVE CLERK",3,"CLERICAL",2015,3.53034313031E+11,6729.12,0,0,0,21182.97,21182.97
82,"PUBLIC WORKS - SANITATION","FULL_TIME","ASIAN","MALE",*,"ACTIVE","ENVIRONMENTAL ENGINEER",17,"SUPERVISORY PROFESSIONAL ENGINEERING AND SCIENTIFIC",2015,3.934323631E+09,10172.85,20960.37,120,0,70668.8,70788.8
38,"FIRE","FULL_TIME","CAUCASIAN","MALE",2112-02,"NOT_ACTIVE","FIREFIGHTER II",23,"FIREFIGHTERS AND FIRE CAPTAINS",2020,3.43138383933E+11,5734,20172.11,2494.6,25700.86,43056.8,71252.26
66,"PERSONNEL","PART_TIME","HISPANIC","FEMALE",*,"NOT_ACTIVE","MEDICAL ASSISTANT",21,"TECHNICAL",2020,3.33832313034E+11,0,0,40.32,0,41.18,81.5
70,"POLICE","FULL_TIME","HISPANIC","MALE",*,"ACTIVE","DETENTION OFFICER",18,"SAFETY / SECURITY",2017,3.53130323133E+11,7528.44,19382.03,2388.42,0,65347.37,67735.79
70,"POLICE","FULL_TIME","HISPANIC","MALE",2223-03,"NOT_ACTIVE","POLICE DETECTIVE III",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2014,3.630383732E+09,14580.98,59217.46,6385,10816.37,126398,143599.37
70,"POLICE","FULL_TIME","HISPANIC","FEMALE",2214-03,"ACTIVE","POLICE OFFICER III",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2017,3.234313637E+09,16817,48695.73,2385,7259.97,103939.66,113584.63
70,"POLICE","FULL_TIME","HISPANIC","MALE",2214-02,"ACTIVE","POLICE OFFICER II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2022,3.13630393832E+11,4409.29,26258.94,3568,22607.3,56048.96,82224.26
70,"POLICE","FULL_TIME","HISPANIC","MALE",2227-01,"ACTIVE","POLICE SERGEANT I",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2015,3.839373731E+09,15248.25,59002.33,21317.12,30024.54,125938.8,177280.46
32,"INFORMATION TECHNOLOGY AGENCY","FULL_TIME","CAUCASIAN","FEMALE",*,"NOT_ACTIVE","ADMINISTRATIVE CLERK",3,"CLERICAL",2018,3.83639323633E+11,1902.84,3543.91,150,0,11948.45,12098.45
4,"AIRPORTS","FULL_TIME","HISPANIC","FEMALE",*,"ACTIVE","CUSTODIAN - AIRPORTS",15,"SERVICE EMPLOYEES",2013,3.730393338E+09,16183.92,13387.33,2960.21,2886.08,45135.99,50982.28
70,"POLICE","FULL_TIME","BLACK","MALE",2214-02,"ACTIVE","POLICE OFFICER II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2022,3.93435313133E+11,3809.17,24831.25,6475.96,124.23,53001.6,59601.79
82,"PUBLIC WORKS - SANITATION","PART_TIME","HISPANIC","MALE",3580-02,"NOT_ACTIVE","REFUSE COLLECTION TRUCK OPERATOR II",4,"EQUIPMENT OPERATION AND LABOR",2014,3.83038383533E+11,0,0,139.37,1781.94,11938.08,13859.39
70,"POLICE","FULL_TIME","HISPANIC","MALE",2214-02,"ACTIVE","POLICE OFFICER II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2019,3.53730313733E+11,14866.3,38785.43,1525,49326.63,82786.4,133638.03
82,"PUBLIC WORKS - SANITATION","FULL_TIME","BLACK","MALE",3580-02,"NOT_ACTIVE","REFUSE COLLECTION TRUCK OPERATOR II",4,"EQUIPMENT OPERATION AND LABOR",2015,3.035313337E+09,5008.78,5868.92,9073.67,1630.88,21202.52,31907.07
4,"AIRPORTS","FULL_TIME","ASIAN","MALE",3225-03,"NOT_ACTIVE","AIRPORT POLICE OFFICER III",30,"LOS ANGELES AIRPORT PEACE OFFICERS",2019,3.137393735E+09,0,1172.16,0,0,0,0
88,"RECREATION AND PARKS","PART_TIME","OTHER","FEMALE",*,"NOT_ACTIVE","RECREATION INSTRUCTOR",7,"RECREATION ASSISTANTS",2018,3.031303538E+09,0,0,60.77,0,0,60.77
28,"COUNCIL","FULL_TIME","HISPANIC","MALE",*,"ACTIVE","COUNCIL AIDE II",0,"NON-REPRESENTED",2015,3.93331383533E+11,6076.32,10683.29,0,0,36019.2,36019.2
88,"RECREATION AND PARKS","FULL_TIME","HISPANIC","FEMALE",*,"NOT_ACTIVE","SENIOR PARK SERVICES ATTENDANT",20,"SUPERVISORY ADMINISTRATIVE",2015,3.231383633E+09,5708.16,18704.31,0,5366.58,63062.4,68428.98
98,"WATER AND POWER","FULL_TIME","HISPANIC","MALE",3879-01,"NOT_ACTIVE","ELECTRIC DISTRIBUTION MECHANIC",8,"OPERATING MAINTENANCE AND SERVICE UNIT",2020,*,0,0,1090,27230.43,45975.42,74295.85
88,"RECREATION AND PARKS","FULL_TIME","HISPANIC","MALE",*,"NOT_ACTIVE","GARDENER CARETAKER",4,"EQUIPMENT OPERATION AND LABOR",2018,3.734343735E+09,19731.84,17116.9,443.87,13.88,57710.4,58168.15
68,"CITY PLANNING","FULL_TIME","CAUCASIAN","FEMALE",*,"NOT_ACTIVE","CITY PLANNER",19,"SUPERVISORY TECHNICAL",2019,3.13935333033E+11,13526.4,33717.01,2215,22343.56,113678.4,138236.96
43,"HOUSING AND COMMUNITY INVESTMENT DEPARTMENT","FULL_TIME","CAUCASIAN","FEMALE",*,"NOT_ACTIVE","MANAGEMENT ANALYST II",1,"ADMINISTRATIVE",2016,3.23234343832E+11,6666.96,24500.35,646.24,0,82604.01,83250.25
70,"POLICE","FULL_TIME","ASIAN","FEMALE",2227-02,"ACTIVE","POLICE SERGEANT II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2018,3.134313435E+09,3696.14,17501.2,0,850.51,37355.81,38206.32
70,"POLICE","FULL_TIME","HISPANIC","MALE",2214-02,"ACTIVE","POLICE OFFICER II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2021,3.13336313034E+11,18800.75,38470.78,1941,5105.53,82114.8,89161.33
94,"TRANSPORTATION","FULL_TIME","BLACK","FEMALE",*,"ACTIVE","ADMINISTRATIVE CLERK",3,"CLERICAL",2021,3.331373934E+09,344.26,1320.23,0,0,4451.2,4451.2
88,"RECREATION AND PARKS","PART_TIME","CAUCASIAN","FEMALE",*,"ACTIVE","RECREATION ASSISTANT",7,"RECREATION ASSISTANTS",2017,3.03633353633E+11,0,0,0,0,2619.38,2619.38
70,"POLICE","FULL_TIME","HISPANIC","FEMALE",2223-01,"NOT_ACTIVE","POLICE DETECTIVE I",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2013,3.232323134E+09,14626.89,51452.71,11455.13,0,109824.36,121279.49
98,"WATER AND POWER","FULL_TIME","HISPANIC","MALE",*,"ACTIVE","PWR ENGR MGR",*,"MANAGEMENT EMPLOYEES UNIT",2018,3.93639353632E+11,27981.02,11628,3570.78,8332.88,176176.8,188080.46
82,"PUBLIC WORKS - SANITATION","FULL_TIME","HISPANIC","MALE",3112-06,"NOT_ACTIVE","MAINTENANCE LABORER",4,"EQUIPMENT OPERATION AND LABOR",2014,3.533313734E+09,17423.04,16583.14,4995.78,901.25,55910.8,61807.83
86,"PUBLIC WORKS - STREET SERVICES","FULL_TIME","BLACK","MALE",*,"NOT_ACTIVE","STREET SERVICES WORKER II",4,"EQUIPMENT OPERATION AND LABOR",2021,3.236323836E+09,0,0,-592.12,608.12,0,16
44,"LIBRARY","PART_TIME","CAUCASIAN","FEMALE",*,"ACTIVE","LIBRARIAN II",6,"LIBRARIANS",2018,3.934333932E+09,0,0,0,0,43164.47,43164.47
98,"WATER AND POWER","FULL_TIME",,,1910-07,"ACTIVE","ELECTRICAL MECHANIC",8,"OPERATING MAINTENANCE AND SERVICE UNIT",2014,*,18124.69,6543,8031.4,8853.02,99134.37,116018.79
88,"RECREATION AND PARKS","PART_TIME","HISPANIC","MALE",*,"ACTIVE","RECREATION ASSISTANT",7,"RECREATION ASSISTANTS",2021,3.33837393932E+11,2081.6,0,0,0,2787.7,2787.7
70,"POLICE","FULL_TIME","CAUCASIAN","FEMALE",2207-02,"ACTIVE","POLICE SERVICE REPRESENTATIVE II",3,"CLERICAL",2019,3.03237353833E+11,6076.73,7287.65,575.7,0,24570.63,25146.33
70,"POLICE","FULL_TIME","BLACK","MALE",2214-03,"NOT_ACTIVE","POLICE OFFICER III",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2014,3.234313132E+09,8354.78,27791.76,3208,388.36,59320.72,62917.08
98,"WATER AND POWER","FULL_TIME","CAUCASIAN","MALE",1910-08,"ACTIVE","ELECTRIC DISTRIBUTION MECHANIC",8,"OPERATING MAINTENANCE AND SERVICE UNIT",2014,3.03836353532E+11,18124.69,7213,7560.31,52856.17,109291.1,169707.58
30,"CULTURAL AFFAIRS","PART_TIME","HISPANIC","MALE",*,"ACTIVE","COMMUNITY AND ADMINISTRATIVE SUPPORT WORKER II",3,"CLERICAL",2020,3.03439373933E+11,0,0,117.76,0,9868.56,9986.32
70,"POLICE","FULL_TIME","HISPANIC","MALE",2223-01,"NOT_ACTIVE","POLICE DETECTIVE I",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2019,3.839373532E+09,18511,58314.69,2556.63,2717.8,124471.05,129745.48
70,"POLICE","FULL_TIME","HISPANIC","FEMALE",2223-01,"ACTIVE","POLICE DETECTIVE I",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2020,3.531333639E+09,6383.52,31270.36,5585,0,66745.7,72330.7
98,"WATER AND POWER","FULL_TIME","HISPANIC","MALE",3834-05,"ACTIVE","SR ELTL MCHC",8,"OPERATING MAINTENANCE AND SERVICE UNIT",2017,3.03936393233E+11,23508.9,6830,8475.02,23790.82,103482.76,135748.6
4,"AIRPORTS","FULL_TIME","CAUCASIAN","MALE",*,"ACTIVE","SENIOR ELECTRICIAN",2,"BUILDING TRADES",2021,3.639353232E+09,17400,35733.39,5438.6,11723.13,120476.7,137638.43
84,"PUBLIC WORKS - STREET LIGHTING","PART_TIME","HISPANIC","FEMALE",*,"NOT_ACTIVE","STUDENT WORKER",0,"NON-REPRESENTED",2017,3.43536303633E+11,0,0,0,0,5241.6,5241.6
98,"WATER AND POWER","FULL_TIME","ASIAN","MALE",1910-09,"ACTIVE","WATER UTILITY WORKER",8,"OPERATING MAINTENANCE AND SERVICE UNIT",2015,3.83239393431E+11,18755.63,5558,10917.8,4430.72,84206.04,99554.56
44,"LIBRARY","FULL_TIME","CAUCASIAN","FEMALE",*,"NOT_ACTIVE","LIBRARIAN I",6,"LIBRARIANS",2015,3.63533303433E+11,13185.84,18930.48,294.98,0,63824.96,64119.94
2,"AGING","PART_TIME","HISPANIC","MALE",*,"NOT_ACTIVE","COMMUNITY AND ADMINISTRATIVE SUPPORT WORKER I",3,"CLERICAL",2016,3.33735363633E+11,0,0,11070.5,0,748,11818.5
42,"HARBOR","FULL_TIME","BLACK","FEMALE",3221-02,"ACTIVE","PORT POLICE OFFICER II",38,"LOS ANGELES PORT POLICE ASSOC.",2019,3.83532363932E+11,13526.4,46919.58,19016.81,3076.57,100148.52,122241.9
70,"POLICE","FULL_TIME","ASIAN","MALE",2223-01,"NOT_ACTIVE","POLICE DETECTIVE I",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2014,3.336333635E+09,14942.88,50316.53,5509,15913.63,107399.2,128821.83
70,"POLICE","FULL_TIME","FILIPINO","MALE",*,"ACTIVE","DETENTION OFFICER",18,"SAFETY / SECURITY",2016,3.637303933E+09,15546.24,20707.33,2148.8,405.12,69815.68,72369.6
38,"FIRE","FULL_TIME","BLACK","MALE",2112-03,"NOT_ACTIVE","FIREFIGHTER III",23,"FIREFIGHTERS AND FIRE CAPTAINS",2016,3.73033383932E+11,8574.66,48014.32,1770,64709.89,102485.2,168965.09
